channel_name,channel_id,playlists_id,subscriber_count,video_count,view_count,title,publishedAt,likes,views
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,AlUla เมืองมรดกโลกแห่งซาอุดีอาระเบีย | VLOG,2024-04-03T11:30:24Z,7085,542190
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ทะเลจันทบุรี 2 วัน 1 คืน นอนติดชายหาด | VLOG,2024-04-01T11:30:16Z,6479,537460
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เขาเต่า หัวหิน พาครึ่งออฟฟิศมานอนพูลวิลล่าส่วนตัวริมทะเล | VLOG,2024-03-30T05:00:04Z,3227,235649
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,คืนละเกือบแสน ? โรงแรมหรูกลางทะเลทรายแห่งซาอุดีอาระเบีย  Our Habitas AlUla  | VLOG,2024-03-27T11:30:07Z,7597,437206
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,24 ชม.แรก ประตูสู่ดินแดนศักดิ์สิทธิ์ของศาสนาอิสลาม Jeddah ซาอุดีอาระเบีย | VLOG,2024-03-23T05:00:18Z,12160,707451
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ทำไมแค่การตากพริกก็ทำให้ Huangling Village หมู่บ้านโบราณ 600 ปีแห่งนี้ดังไปทั่วแผ่นดินจีน  | VLOG,2024-03-20T11:30:22Z,5834,440688
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Kiroro ฮอกไกโด สกีรีสอร์ตที่หิมะตกมากที่สุดในญี่ปุ่น | VLOG,2024-03-16T05:00:02Z,3158,190084
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เที่ยวสองประเทศ ยะโฮร์บาห์รูนั่งรถไฟข้ามไปสิงคโปร์ | VLOG,2024-03-13T11:30:01Z,4078,429662
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,10 ที่สุดของปี 2023 ทริปที่ชอบที่สุด เมืองที่ชอบที่สุด สถานที่แนะนำให้ไปมากที่สุด | VLOG,2024-03-11T14:15:00Z,2162,81767
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Unseen 1 วัน หนองบัวลำภูที่คนยังไม่ค่อยรู้ว่ามีอยู่ที่นี่ | VLOG,2024-03-09T05:00:02Z,3154,140343
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Mathura บ้านเกิดพระกฤษณะและเป็นหนึ่งในเมืองที่ศักดิ์สิทธิ์ที่สุดในอินเดีย | VLOG,2024-03-06T11:30:24Z,4310,225822
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,อัพเดตบางแสน 2024! 2วัน 1คืน มีที่ไหนน่าเที่ยวบ้าง #travel #gowentgo #บางแสน #เที่ยวบางแสน,2024-03-04T11:30:05Z,939,15202
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,นอนหมู่บ้านลึกลับที่ซ่อนอยู่กลางหุบเขาศักดิ์สิทธิ์ Gexian Village ประเทศจีน | VLOG,2024-03-02T05:00:20Z,5771,313462
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,อดีตเมืองหลวงโบราณที่กลายเป็นเมืองอัจฉริยะชั้นนำ หางโจว ประเทศจีน | VLOG,2024-02-28T11:30:02Z,4985,318915
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,"แคว้น Alsace ฝรั่งเศส กับ 2 เมือง 1 หมู่บ้าน Strasbourg , Colmar , Eguisheim",2024-02-26T11:30:26Z,3082,249561
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,อำเภอสีชมพู Unseen จังหวัดขอนแก่นที่หลายคนอาจจะยังไม่รู้จัก | VLOG,2024-02-24T05:00:23Z,7580,407249
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,"หมู่บ้านโบราณ 2,000 ปีบนหุบเขาเทวดา Wangxiangu ประเทศจีน | VLOG",2024-02-21T11:30:32Z,17560,1290908
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ตลาที่เขาว่ากันว่าขายของถูกที่สุดในเดลี ทุกคนเรียกกันว่า “ตลาดโจร“ เมืองเดลี ประเทศอินเดีย #gowentgo,2024-02-19T11:30:04Z,3659,147563
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Road Trip ภาคเหนือ 3 อำเภอ จากเชียงรายไปเชียงใหม่ | VLOG,2024-02-17T05:00:17Z,3704,244221
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Road Trip ชัยภูมิ 1 วัน น้ำตก กลุ่มหิน และประวัติศาสตร์ | VLOG,2024-02-14T11:30:07Z,3405,133702
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เที่ยวรอบเกาะเสม็ด เหนือ ใต้ ออก ตก แบบครบ! 2024 | VLOG,2024-02-10T05:00:33Z,6034,490930
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,หนึ่งในเมืองต้นแบบ Beauty and The Beast ที่เมือง Colmar #gowentgo #travel #colmar,2024-02-09T11:30:22Z,560,8164
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ตะลุย Street Food อินเดียตอนกลางคืนในย่าน Old Delhi  | VLOG,2024-02-07T11:30:25Z,7824,522272
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,3 สถานที่หลอน แห่งเมืองเดลี อินเดีย | VLOG,2024-02-03T05:00:04Z,14583,605679
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ขับรถเที่ยวเชียงใหม่ ไปนอนเชียงดาว | VLOG,2024-01-31T11:30:11Z,6217,422873
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,6วัน 5คืน ในโตเกียว เที่ยวแบบไม่มีแผน | VLOG,2024-01-29T11:30:34Z,7233,750325
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,อิบารากิ เมืองใกล้ โตเกียว ไหว้พระ9วัด กินมันเผา | VLOG,2024-01-27T05:00:32Z,6041,1373228
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เต้นจนตาย ! โรคประหลาด Dancing Plague ที่เมือง Strasbourg #gowentgo #travel #strasbourg,2024-01-26T11:30:05Z,794,15677
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ไม่คิดว่าระยองจะสวยได้ขนาดนี้ 2 วัน 1 คืน | VLOG,2024-01-24T11:30:25Z,6412,454679
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เมืองที่ค่าครองชีพที่ แพงที่สุด ในโลก 2023 !! #zurich #switzerland #gowentgo,2024-01-23T11:30:28Z,1274,21382
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ยอดเขาที่มีคนถ่ายรูปมากที่สุด 100ล้านรูปต่อปี !? #zermatt #switzerland #gowentgo,2024-01-22T11:30:12Z,6875,165104
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ชีวิตบางมุมในอินเดีย ที่อาจไม่เคยเห็น เดินตลาดโจร เที่ยวงานวัด | VLOG,2024-01-20T05:00:26Z,8859,614848
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,อินเดีย ทัวร์สลัมที่ใหญ่ที่สุดในกรุงเดลี | VLOG,2024-01-17T11:30:03Z,5933,354484
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ขับรถเที่ยวแคนาดา แวนคูเวอร์ อุทยานแห่งชาติแบมฟ์ | Longedit,2024-01-15T11:30:22Z,3313,604808
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ขับรถ 1 ในประเทศที่สวยที่สุดโลก Chur Flims Ebenalp สวิตเซอร์แลนด์ | VLOG,2024-01-13T05:00:32Z,4298,278064
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,1 วัน โยโกฮาม่า ไปเช้าเย็นกลับจากโตเกียว | VLOG,2024-01-10T11:30:00Z,3592,230464
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เดลี หนึ่งในเมืองที่คนเยอะที่สุดในประเทศ อินเดีย | VLOG,2024-01-06T05:00:01Z,12057,853015
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ฟุกุชิมะ โรงงานไฟฟ้านิวเคลียร์ระเบิด สึนามิ แผ่นดินไหว โซนนึ้จึงเป็นเมืองร้าง | VLOG,2024-01-03T11:30:08Z,12664,637247
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,วัดเฮี้ยน จ.อยุธยา วัดกระชาย  #gowentgo #travel #อยุธยา,2024-01-01T11:30:00Z,12675,347055
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Colma เมืองแห่งวิญญาณ คนอยู่หลักพัน วิญญาณอยู่หลักล้าน | VLOG,2023-12-30T05:00:12Z,5518,250020
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ประเทศเล็กแต่รวย และวิวเดียวกับ สวิตเซอร์แลนด์ | VLOG,2023-12-27T11:30:06Z,5140,391757
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ย่านมหาเศรษฐี มุมไบ แห่งประเทศอินเดีย #gowentgo #travel #อินเดีย,2023-12-25T11:30:02Z,694,14454
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,2 ประเทศใน 2 วัน สวิส เยอรมนี กับเมืองเล็กๆทึ่สวยมาก | VLOG,2023-12-23T05:00:30Z,2777,156649
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ลานซักผ้ากลางแจ้งที่ใหญ่ที่สุดโลก !! Dhobi Ghat #gowentgo #travel  #อินเดีย,2023-12-22T11:30:16Z,679,12786
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Eguisheim หมู่บ้านที่ได้รับการโหวต ว่าสวยที่สุด ของฝรั่งเศส | VLOG,2023-12-20T11:30:23Z,2685,93632
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,1 วันเที่ยว นนทบุรี | VLOG,2023-12-18T11:30:02Z,2867,179842
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ค่าครองชีพใน สวิตเซอร์แลนด์ ในเมืองที่แพงที่สุดในโลก ราคาเท่าไหร่ | VLOG,2023-12-16T05:00:29Z,3851,294022
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ถ้ำที่มีเพียง ”3 แห่งในโลก“ ถ้ำแก้วโกมล จ.แม่ฮ่องสอน #gowentgo #travel #แม่ฮ่องสอน #ถ้ำแก้วโกมล,2023-12-15T11:30:16Z,7248,187011
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Roadtrip กาญจนบุรี นอนแพกลางเขื่อน 2024 | VLOG,2023-12-13T11:30:00Z,4614,455644
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เมืองที่คนลอยน้ำไปทำงาน กรุงเบิร์น ประเทศสวิตเซอร์แลนด์ #gowentgo #travel #switzerland,2023-12-12T11:30:15Z,27075,547817
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,บางแสน 2 วัน 1 คืน มีอะไรใหม่ๆบ้าง | VLOG,2023-12-11T11:30:08Z,6848,594096
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,1 วันท่าขี้เหล็ก เดินข้ามไป เมียนมาร์แบบไม่มีแพลน | VLOG,2023-12-09T05:00:23Z,7393,601707
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,อุบลราชธานี ยังมี unseen อีกเพียบ | VLOG,2023-12-06T11:30:18Z,5309,541357
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,รีวิว Outing สวิตเซอร์แลนด์ ทั้งออฟฟิศใช้เงินกี่บาท !? #travel #gowentgo #switzerland,2023-12-04T11:30:11Z,10684,243843
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ดอยที่แสนสงบ วิวสวย คนน้อย แม่มอญ เชียงราย | VLOG,2023-12-02T05:00:32Z,32970,920818
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เมืองที่สวยทุกที่ของ ฝรั่งเศส Strasbourg | VLOG,2023-11-29T11:30:13Z,4614,263952
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,8 วัน 7 คืน ขับรถเที่ยว 2 ประเทศ Germany and Czech Republic | Long edit,2023-11-27T11:59:23Z,7290,2243816
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Zermatt เมืองที่ไร้รถน้ำมัน และมีคนมาถ่ายรูป 100 ล้านรูปต่อปี สวิตเซอร์แลนด์ | VLOG,2023-11-25T05:00:19Z,4874,285898
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,แคนาดา สวยยังกับภาพวาด Banff National Park Canada | VLOG,2023-11-22T11:30:04Z,6603,331131
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ย่านวินเทจ Shimokitazawa ที่ โตเกียว #travel #gowentgo #japan #tokyo,2023-11-20T12:30:16Z,1095,16198
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,สงขลา ไม่ได้มีแค่หาดใหญ่ อำเภอเมือง เกาะยอ | VLOG,2023-11-18T05:00:06Z,5290,242986
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,Unseen ใหม่ของไทย หอมนสิการ จ.สระบุรี #gowentgo #travel #สระบุรี #หอมนสิการ,2023-11-17T12:30:28Z,758,11725
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,แม่ฮ่องสอน ขับรถไป ขุนยวม แม่ลาน้อย | VLOG,2023-11-15T11:30:03Z,7634,699840
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,111 โค้ง ภูทับเบิก ดินแดนทะเลหมอก! #travel #gowentgo #ภูทับเบิก,2023-11-13T09:30:01Z,686,9223
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เมืองเทพนิยาย Colmar ฝรั่งเศส | VLOG,2023-11-11T05:00:33Z,6269,337596
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ย่านญี่ปุ่นฟีลยุโรป Jiyugaoka #travel #gowentgo #japan #ญี่ปุ่น,2023-11-10T11:36:45Z,811,14331
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,"สวิสเซอร์แลนด์ ทั้งออฟฟิศ Jungfrau , Iseltwald , Lauterbrunnen | VLOG",2023-11-08T11:30:02Z,6397,332965
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,วัดที่อยู่สูงที่สุดในประเทศไทย วัดป่าภูทับเบิก #travel #gowentgo #ภูทับเบิก,2023-11-06T11:30:08Z,9306,307708
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,พา 21 ชีวิตไป สวิตเซอร์แลนด์ Lucerne Bern | VLOG,2023-11-04T05:00:15Z,9871,582373
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เรือผีสิง ที่เฮี้ยนที่สุดในโลก RMS Queen Mary #travel #gowentgo #เรือผีสิง,2023-11-03T12:30:25Z,443,9586
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,คุกกลางทะเล Alcatraz แห่ง San Francisco | VLOG,2023-11-01T11:30:24Z,11858,889997
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ผู้พิทักษ์หน้าประตูวัด ในบาหลี #gowentgo #travel #บาหลี #bali,2023-10-30T11:31:49Z,509,9603
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,จากที่ทิ้งขยะ สู่เมืองท่องเที่ยวยอดนิยมของ Canada Whistler  | VLOG,2023-10-28T05:00:04Z,3036,138151
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,หมู่บ้านหัวกะโหลก Trunyan Village แห่งเกาะบาหลี #travel #gowentgo #บาหลี #trunyanvillage,2023-10-27T12:30:12Z,568,17158
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,หมู่บ้านกลางน้ำที่ใหญ่ที่สุดในโลก Kampong Ayer ประเทศบรูไน #gowentgo #travel #บรูไน #หมู่บ้านกลางน้ำ,2023-10-26T11:30:29Z,549,14834
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,24 ชั่วโมง ชีวิตในเมือง แวนคูเวอร์ แคนาดา | VLOG,2023-10-25T11:30:05Z,5877,376967
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ขับรถเที่ยวเอง ไต้หวัน จีหลง ไถจง sunmoon lake จิ่วเฟิ้น | Long Edit,2023-10-23T11:30:21Z,4584,1051021
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เกาะมุก ติดกับเกาะกระดาน อีกเกาะที่ควรไปนอนที่ตรัง |  VLOG,2023-10-21T05:00:19Z,5116,546545
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,วัดบนหุบเขา จ.เพชรบูรณ์ #travel #gowentgo #วัดพระธาตุผาซ่อนแก้ว,2023-10-20T11:30:08Z,2325,50573
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,โบราณสถาน นอกตำราเรียน แห่งอยุธยา | VLOG,2023-10-18T11:30:27Z,9036,419713
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,พีระมิดเมืองไทย เขาคลังนอก จ.เพชรบูรณ์ #gowentgo #travel #เขาคลังนอก,2023-10-16T11:30:18Z,2243,42313
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,มีผีกว่า 150 ตนในโรงแรมเรือผีสิงนี้ The Queen Mary USA | VLOG,2023-10-14T05:00:09Z,18972,1176824
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,หมู่บ้านสยอง ที่ newyork Greenwich Village #gowentgo #travel #หมู่บ้านสยอง #greenwich,2023-10-13T11:30:23Z,1221,24178
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,เมืองหลวงแห่งการดู วาฬ Monterey USA | VLOG,2023-10-11T11:30:19Z,4034,243229
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,หุบเขา “อวตาร” อุทยานจางเจียเจี้ย ประเทศจีน #travel #gowentgo #zhangjiajie #จีน,2023-10-09T11:30:22Z,1353,21841
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ภูทับเบิก เหมือนหมู่บ้านลอยฟ้า จังหวัดเพชรบูรณ์ | VLOG,2023-10-07T05:00:07Z,6855,652161
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,“หุบเขาแห่งประตูสวรรค์” เทียนเหมินซาน #gowentgo #travel #zhangjiajie #จางเจียเจี้ย,2023-10-06T11:30:08Z,1385,24934
Go Went Go,UCqs3pijNrYHZCdl_HGfgTQw,UUqs3pijNrYHZCdl_HGfgTQw,1340000,502,231763874,ขับรถแคนาดา 2 ข้างทางคือสวยทุกที่ | VLOG,2023-10-04T11:30:32Z,9645,515263
